Submission ID,Project Title,Short Abstract,Keywords,TCM Classification,Omics Type,Source Type,Organism,Tissue,Disease,Repository,Publication Year,Sample Number,Submitted By,Institution,View Count,Like Count,Downloads,Updated At
tcmomics000587,Levo-tetrahydropalmatine Ameliorates Neuropathic Pain via Suppressing the Activation of the Clec7a-MAPK/NF-?|??B-NLRP3 Inflammasome Axis,Levo-tetrahydropalmatine (l-THP) ameliorates neuropathic pain by suppressing the Clec7a-MAPK/NF-κB-NLRP3 inflammasome axis. This study uses RNA-seq and bioinformatics to elucidate l-THP's analgesic effects and mechanisms in a neuropathic pain rat model.,Levo-tetrahydropalmatine;neuropathic pain;neuroinflammation;inflammasome;RNA-seq,TCM Active ingredient,Transcriptomics,manual collect,Rattus norvegicus,,neuropathic pain,GEO,2024,12,587,Institute of Chinese Materia Medica?￡??China Academy of Chinese Medical Sciences,0,0,0,
tcmomics000589,the anti lipid accumulation and anti liver cancer formation effect of CACF in CD36 overexpression transgenic zebrafish,"Carassius auratus complex formula (CACF), traditionally used for diabetes, previously showed antidiabetic effects. This study explores CACF's anti-lipid accumulation and anti-liver cancer formation in CD36 overexpression transgenic zebrafish, suggesting its potential as a multi-functional therapeutic agent.",CACF;Carassius auratus complex formula;anti-lipid accumulation;anti-liver cancer;CD36;transgenic zebrafish;diabetes;anti-cancer;anti-inflammation,Modern formula,Transcriptomics,manual collect,Danio rerio,,liver cancer,GEO,2023,7,589,National Health Research Institutes,0,0,0,
tcmomics000590,Ginkgolide B administration improves health span and lifespan in aged mice,"Ginkgolide B (GB), a small molecule from Ginkgo biloba, improves overall health span and lifespan in aged mice. It partially restores aging-related dysregulation in skeletal muscle's cell-type composition, signaling, and communication, specifically reducing aging-induced apoptotic Runx1+ type 2B myonuclei.",Ginkgolide B;aging;health span;lifespan;skeletal muscle;snRNA-seq,TCM Active ingredient,Transcriptomics,manual collect,Mus musculus,,,GEO,2025,3,590,"Translational Cell Therapy Center, China Medical University Hospital, China Medical University, Taiwan",0,0,0,
tcmomics000591,KLF10 modulates stem cell phenotypes of pancreatic adenocarcinoma by transcriptionally regulating notch receptors,"KLF10 deficiency promotes pancreatic adenocarcinoma stem cell phenotypes by transcriptionally suppressing Notch receptors 3 and 4. Elevating KLF10 and suppressing Notch signaling, potentially via agents like evodiamine, may reduce PDAC tumorigenesis and malignant progression.",KLF10; pancreatic adenocarcinoma; stem cell phenotypes; Notch signaling; evodiamine; metformin,Other,Transcriptomics,manual collect,Homo sapiens,,pancreatic adenocarcinoma,GEO,2023,2,591,National Health Research Institutes,0,0,0,
tcmomics000592,Qing-Zhi-Tiao-Gan-Tang (QZTGT) prevents nonalcoholic steatohepatitis (NASH) by expression pattern correction.,"Qing-Zhi-Tiao-Gan-Tang (QZTGT), a Traditional Chinese Medicine, prevents nonalcoholic steatohepatitis (NASH) by correcting expression patterns. This study investigates its molecular composition and the underlying mechanisms for improving NASH phenotypes.",Qing-Zhi-Tiao-Gan-Tang;QZTGT;NASH;nonalcoholic steatohepatitis;molecular mechanism;expression pattern,Modern formula,Transcriptomics,manual collect,Mus musculus,,nonalcoholic steatohepatitis,GEO,2023,9,592,China Pharmacuetical University,0,0,0,
tcmomics000593,Differential expression in T47-D human breast cells  after baiclalein treatment,"This study investigates differential gene expression profiles in T47-D human breast cancer cells following treatment with baicalein, aiming to understand its cellular effects and potential therapeutic mechanisms.",baicalein;gene expression;breast cancer;T47-D cells,TCM Active ingredient,Transcriptomics,manual collect,Homo sapiens,,breast cancer,GEO,2022,4,593,University of Michigan,0,0,0,
tcmomics000594,Liensinine improves AngII induced vascular remodeling via MAPK/TGF-?|??/Smad signaling pathway,"This study explores how liensinine improves AngII-induced vascular remodeling through the MAPK/TGF-尾/Smad signaling pathway. It compares control, AngII-induced hypertension, and liensinine groups to identify new targets for reversing hypertension-induced vascular remodeling.",liensinine;AngII;vascular remodeling;MAPK;TGF-β;Smad;hypertension,TCM Active ingredient,Transcriptomics,manual collect,Mus musculus,,hypertension,GEO,2022,15,594,Fujian University of Chinese Medicine,0,0,0,
tcmomics000596,Kuiyangling inhibits inflammation by reducing intestinal NETs in mice with ulcerative colitis,"Kuiyangling, a Traditional Chinese Medicine compound, inhibits inflammation in mice with ulcerative colitis. It achieves this by reducing intestinal NETs, offering insights into its molecular mechanism in treating ulcer models.",Kuiyangling;ulcerative colitis;inflammation;NETs;Traditional Chinese Medicine,Modern formula,Transcriptomics,manual collect,Mus musculus,,ulcerative colitis,GEO,2023,8,596,The Fourth Clinical Medical College of Guangzhou University of Traditional Chinese Medicine,0,0,0,
tcmomics000597,Huangqi Decoction ameliorates kidney injury in db/db mice by regulating the BMP/Smad signaling pathway,"Huangqi Decoction (HQD) ameliorates kidney injury in db/db mice by regulating the BMP/Smad signaling pathway, improving kidney function and pathological changes. HQD also prevents lipid deposition, offering a new therapeutic idea for diabetic kidney disease by affecting transcription of BMPs and lipid metabolism.",Huangqi Decoction;kidney injury;diabetic kidney disease;BMP/Smad signaling pathway;lipid metabolism;db/db mice,Modern formula,Transcriptomics,manual collect,Mus musculus,,Diabetic Kidney Disease,GEO,2023,6,597,Shanghai Sixth People's Hospital Affiliated to Shanghai Jiao Tong University School of Medicine,0,0,0,
tcmomics000599,RNA sequencing for wild type and shENO1 Daudi cells.,"This study evaluated ENO1's role in Burkitt lymphoma (BL) cell proliferation and metastasis, finding it promotes these processes via cMyc regulation and TGF尾1 signaling. Researchers identified Ciwujianoside E (L-06) as a novel ENO1 inhibitor, demonstrating its potential to limit BL cell growth and dissemination in vitro and in vivo.",ENO1;Burkitt lymphoma;cMyc;TGFβ1;Ciwujianoside E;L-06;RNA sequencing;cell proliferation;metastasis;inhibitor,TCM Active ingredient,Transcriptomics,manual collect,Homo sapiens,,Burkitt's lymphoma,GEO,2024,6,599,the Second Hospital of Dalian Medical University,0,0,0,
tcmomics000600,An ethanol extract of Coptidis rhizoma induces apoptotic cell death in induced pluripotent stem cells and suppress teratoma formation,An ethanol extract of Coptidis rhizoma (ECR) was explored for its anti-teratoma activity. The study aimed to identify active components responsible for selectively eliminating undifferentiated induced pluripotent stem cells (iPSCs) and suppressing teratoma formation.,Coptidis rhizoma;ethanol extract;induced pluripotent stem cells;teratoma;apoptosis;anti-teratoma activity,Herb/herbal medicine,Transcriptomics,manual collect,Homo sapiens,,teratoma,GEO,2023,9,600,KOREA INSTITUTE of ORIENTAL MEDICINE,0,0,0,
tcmomics000602,The Triptryium wilfordii derivative celastrol has anti-fibrotic effects in systemic sclerosis [In vivo bulk RNA-seq],"Celastrol, a *Tripterygium wilfordii* derivative, exhibits anti-fibrotic effects in systemic sclerosis (SSc) by inhibiting YAP1 in fibroblasts. In vitro and in vivo studies show it alleviates SSc-like gene expression and fibrosis, indicating its potential for SSc skin fibrosis treatment.",celastrol;systemic sclerosis;anti-fibrotic;YAP1 inhibitor;Tripterygium wilfordii;fibrosis,TCM Active ingredient,Transcriptomics,manual collect,Mus musculus,,systemic sclerosis,GEO,2024,8,602,University of Saskatchewan,0,0,0,
tcmomics000607,Study on the mechanism of glycyrrhizic acid attenuating gefitinib-induced hepatotoxicity in mice,"This study investigates the mechanism by which glycyrrhizic acid attenuates gefitinib-induced hepatotoxicity in mice, exploring its protective effects against drug-induced liver injury.",glycyrrhizic acid;gefitinib;hepatotoxicity;mechanism;mice,TCM Active ingredient,Transcriptomics,manual collect,Mus musculus,,,GEO,2023,9,607,Henan University of Chinese Medicine,0,0,0,
tcmomics000608,Inhalation of panaxadiol alleviates lung inflammation via inhibiting TNFA/TNFAR and IL7/IL7R signalling [Human],"Inhaled panaxadiol alleviates LPS-induced lung inflammation by inhibiting TNFA/TNFAR and IL7/IL7R signaling pathways. Efficacy and mechanisms were validated in murine and human BALF cell models, supported by transcriptome sequencing and pharmacokinetic studies.",panaxadiol;inhalation;lung inflammation;TNFA/TNFAR;IL7/IL7R;pneumonia;pharmacokinetics;transcriptome sequencing,TCM Active ingredient,Transcriptomics,manual collect,Homo sapiens,,pneumonia,GEO,2024,9,608,Children’s Hospital Zhejiang University School of Medicine,0,0,0,
tcmomics000609,Bojungikgi-tang improves skin barrier function and immune response in atopic dermatitis mice fed a low aryl hydrocarbon receptor ligand diet,"Bojungikgi-tang (BJIKT) enhances skin barrier function and modulates immune response in atopic dermatitis mice. This study aims to identify its effects on skin homeostasis, AhR target genes, and immune profiles in AD mice fed a low-Ahr ligand diet.",Bojungikgi-tang; atopic dermatitis; skin barrier; immune response; aryl hydrocarbon receptor,Classic formula,Transcriptomics,manual collect,Mus musculus,,atopic dermatitis,GEO,2023,16,609,KOREA INSTITUTE OF ORIENTAL MEDICINE,0,0,0,
tcmomics000611,Single-nucleus Ribonucleic Acid-sequencing and Spatial Transcriptomics Reveal the Cardioprotection of Shexiang Baoxin Pill (MUSKARDIA) in Mice with Myocardial Ischemia-Reperfusion Injury,Shexiang Baoxin Pill (MUSKARDIA) is widely used for cardiovascular diseases. This study investigates its cardioprotective mechanism in myocardial ischemia-reperfusion injury using single-nucleus RNA-sequencing and spatial transcriptomics to explore its effects.,Shexiang Baoxin Pill;MUSKARDIA;Myocardial Ischemia-Reperfusion Injury;Cardioprotection;Single-nucleus RNA-sequencing;Spatial Transcriptomics,Chinese patent medicine,Transcriptomics,manual collect,Mus musculus,,Myocardial Ischemia-Reperfusion Injury,GEO,2023,9,611,Shuguang Hospital Affiliated to Shanghai University of Traditional Chinese Medicine,0,0,0,
tcmomics000614,Single-nucleus Ribonucleic Acid-sequencing and Spatial Transcriptomics Reveal the Cardioprotection of Shexiang Baoxin Pill (MUSKARDIA) in Mice with Myocardial Ischemia-Reperfusion Injury,"This study explores the cardioprotection of Shexiang Baoxin Pill (MUSKARDIA) in mice with myocardial ischemia-reperfusion injury. Utilizing single-nucleus RNA-sequencing and spatial transcriptomics, the research aims to uncover the underlying mechanisms of this widely used Chinese patent medicine in cardiovascular diseases.",Shexiang Baoxin Pill;MUSKARDIA;myocardial ischemia-reperfusion injury;cardioprotection;single-nucleus RNA-sequencing;spatial transcriptomics,Chinese patent medicine,Transcriptomics,manual collect,Mus musculus,,Myocardial Ischemia-Reperfusion Injury,GEO,2023,3,614,Shuguang Hospital Affiliated to Shanghai University of Traditional Chinese Medicine,0,0,0,
tcmomics000615,Isoliensinine induces vasorelaxation by regulating Calcium Channel in Hypertension?￡?oAn in vitro and in vivo approach [vascular tissue],"This study investigated the effects of isoliensinine on vasorelaxation and gene expression in hypertension using SHR rats. Researchers compared differentially expressed genes in the abdominal aorta of WKY and SHR rats, with or without isoliensinine treatment, focusing on calcium channel regulation after 10 weeks.",Isoliensinine; vasorelaxation; hypertension; calcium channel; gene expression; SHR rats; vascular tissue,TCM Active ingredient,Transcriptomics,manual collect,Rattus norvegicus,,Hypertension,GEO,2025,15,615,Fujian University of Traditional Chinese Medicine,0,0,0,
tcmomics000616,"Schisandrin C Regulates Obesity through CD36, CYP7A1 and CYP7B1 in High Fat Diet induced Obese Mice","Schisandrin C regulates obesity in high-fat diet-induced obese mice by modulating genes like CD36, CYP7A1, and CYP7B1. Transcriptional profiling was used to analyze its effects on liver tissue and identify differential gene expression.",Schisandrin C;Obesity;CD36;CYP7A1;CYP7B1;High-fat diet;Transcriptional profiling,TCM Active ingredient,Transcriptomics,manual collect,Mus musculus,,Obesity,GEO,2024,18,616,Dongguk university,0,0,0,
tcmomics000619,Jakyak-gamcho-tang ameliorates dexamethasone (DEX)-induced muscle atrophy and muscle dysfunction [Gastrocnemius and Soleus],"Jakyak-gamcho-tang (JGT), a traditional herbal medicine, ameliorates dexamethasone-induced muscle atrophy and dysfunction. This study employs transcriptome analysis to investigate global gene expression profiles in gastrocnemius and soleus muscles in mice.",Jakyak-gamcho-tang;muscle atrophy;dexamethasone;transcriptome analysis;gastrocnemius;soleus,Classic formula,Transcriptomics,manual collect,Mus musculus,,muscle atrophy,GEO,2023,86,619,Korean Institute of Oriental Medicine,0,0,0,
tcmomics000621,Ethyl Acetate Extract of Antenoron Filiforme Inhibits the Proliferation of Triple Negative Breast Cancer Cell via Suppressing SKP2/P21 Signaling Axis,"Ethyl acetate extract of Antenoron Filiforme (AF-EAE) inhibits the proliferation of triple negative breast cancer (TNBC) cells. The study explores the underlying mechanism, indicating AF-EAE suppresses TNBC via the SKP2/P21 signaling axis and inducing cell cycle arrest.",Antenoron Filiforme;ethyl acetate extract;triple negative breast cancer;proliferation inhibition;SKP2/P21 signaling;cell cycle arrest,Herb/herbal medicine,Transcriptomics,manual collect,Homo sapiens,,triple negative breast cancer,GEO,2024,6,621,Chengdu University of TCM,0,0,0,
